reference	startpos	ref length	number of reads	covbases	% coverage	meandepth	meanbaseq	meanmapq	taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	mean	sd	Coefficient of Variance	pcreads
NR_115804.1	1	1449	25	1449	100.0	24.4175	39.2	15.0	380911	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Parapusillimonas	Parapusillimonas granuli	24.41752933057281	1.532350651669229	0.06275617122943707	0.03
NR_115812.1	1	1455	1	942	64.7423	0.647423	20.2	5.0	386460	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma insons	0.6474226804123712	0.4777724911503727	0.7379606949297157	0.0
NR_115818.1	1	1627	1	1332	81.8685	0.818685	35.9	7.0	390806	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Thermotaleaceae	Geosporobacter	Geosporobacter subterraneus	0.8186846957590658	0.38527920355107775	0.4706075556888915	0.0
NR_115845.1	1	1484	1	1341	90.3639	0.903639	22.8	1.0	392717	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	Brumimicrobium mesophilum	0.9036388140161725	0.2950859329409306	0.3265529638212834	0.0
NR_115860.1	1	1555	2	1529	98.328	1.75627	22.8	4.0	394284	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Psychrosinus	Psychrosinus fermentans	1.7562700964630225	0.4666542104473997	0.2657075420160039	0.0
NR_115868.1	1	1474	7	1469	99.6608	6.7422	39.7	8.29	1235794	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia caecimuris	6.742198100407055	0.8137369107654638	0.12069311797829481	0.01
NR_115875.1	1	1516	70	1516	100.0	67.7731	37.7	47.8	1410668	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Proteiniclasticum	Proteiniclasticum ruminis	67.7730870712401	3.3796634889419046	0.04986733871793903	0.08
NR_115927.2	1	1520	1	1418	93.2895	0.932895	41.4	1.0	653733	Bacteria	Pseudomonadati	Chrysiogenota	Chrysiogenia	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum	Desulfurispirillum indicum	0.9328947368421052	0.2502042102251723	0.26820197428932435	0.0
NR_115952.1	1	1541	7	1539	99.8702	6.19208	38.6	7.14	1224748	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Solibacillus	Solibacillus isronensis	6.192083062946139	0.995493875118179	0.16076881802107668	0.01
NR_115953.1	1	1533	9	1529	99.7391	8.71298	37.7	26.4	1358420	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia aryabhattai	8.712981082844097	0.7011832681306935	0.08047570188248507	0.01
NR_115995.1	1	1496	49	1496	100.0	42.4512	38.7	8.14	424218	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Georgfuchsia	Georgfuchsia toluolica	42.45120320855615	11.60255474570797	0.2733150975416745	0.05
NR_116001.1	1	1547	423	1510	97.6083	398.951	38.5	43.5	1294025	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Cellulosilyticaceae	Cellulosilyticum	Cellulosilyticum ruminicola	398.950872656755	65.39797249862399	0.16392487642179035	0.47
NR_116005.1	1	1445	1	1193	82.5606	0.825606	29.4	1.0	1205680	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Reyranellaceae	Reyranella	Reyranella massiliensis	0.8256055363321799	0.3794483294334456	0.4596000302022874	0.0
NR_116006.1	1	1422	3	1416	99.5781	2.9339	36.6	42.3	445710	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	Dyella thiooxydans	2.9338959212376934	0.2974176440468795	0.1013729362019805	0.0
NR_116009.1	1	1460	1	1214	83.1507	0.831507	33.3	1.0	425942	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum bellicum	0.8315068493150685	0.3743036319048971	0.45015099059402786	0.0
NR_116023.1	1	1468	10	1468	100.0	9.55177	37.6	5.1	1402	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	9.551771117166213	1.3614649394678209	0.142535339547765	0.01
NR_116042.1	1	1528	13	1528	100.0	12.1832	36.4	4.77	1123352	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	Tepidimicrobium	Tepidimicrobium xylanilyticum	12.18324607329843	1.3980846798061095	0.11475469438889854	0.01
NR_116062.1	1	1491	1	1197	80.2817	0.802817	31.7	1.0	465561	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus salitudinis	0.8028169014084507	0.3978717434317061	0.4955946277833532	0.0
NR_116102.1	1	1453	1	1395	96.0083	0.960083	41.5	60.0	453840	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aliihoeflea	Aliihoeflea aestuarii	0.9600825877494839	0.19576519723826916	0.20390453877219003	0.0
NR_116128.1	1	1440	1	1408	97.7778	0.977778	38.6	1.0	28320	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Mycoplana	Mycoplana dimorpha	0.9777777777777777	0.14740554623801735	0.1507556722888814	0.0
NR_116170.1	1	1454	1	1435	98.6933	0.986933	35.6	1.0	463825	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium qiguonii	0.9869325997248969	0.11356338901756001	0.11506701577110261	0.0
NR_116172.1	1	1469	1	1420	96.6644	0.966644	44.1	1.0	1292030	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas taiwanensis	0.966643975493533	0.17956447347844437	0.18576071235199634	0.0
NR_116189.1	1	1169	1	993	84.9444	0.849444	23.0	4.0	119858	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sonorensis	0.8494439692044482	0.3576155930418034	0.4209996256453859	0.0
NR_116192.1	1	1168	1	1097	93.9212	0.939212	44.2	49.0	1423	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	0.9392123287671232	0.23894043244909594	0.2544051277124376	0.0
NR_116280.1	1	1424	1	1079	75.7725	0.757725	40.6	1.0	759412	Bacteria	Bacillati	Bacillota	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	Natranaerobius trueperi	0.7577247191011236	0.42845999715754923	0.5654560110772475	0.0
NR_116284.1	1	1501	15	1491	99.3338	13.9061	35.2	48.6	491919	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	Brachymonas chironomi	13.906062624916721	1.805638299041149	0.12984540252291307	0.02
NR_116297.1	1	1416	1	1334	94.209	0.94209	41.6	1.0	499207	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Syntrophaceticus	Syntrophaceticus schinkii	0.942090395480226	0.2335724346410253	0.24792996060846464	0.0
NR_116303.1	1	1470	1	1384	94.1497	0.941497	36.3	60.0	512410	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus camelliae	0.9414965986394558	0.23469289164734114	0.2492764094809187	0.0
NR_116331.1	1	1362	2	1333	97.8708	1.95007	38.2	1.0	507844	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella asaccharolytica	1.9500734214390603	0.3000305817230288	0.15385604379019777	0.0
NR_116344.1	1	1451	1	1446	99.6554	0.996554	44.5	7.0	511108	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	Ottowia pentelensis	0.9965541006202618	0.058600555946191596	0.058803185807692955	0.0
NR_116402.1	1	1424	1	1345	94.4522	0.944522	32.5	1.0	316067	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	Geotalea daltonii	0.9445224719101124	0.22890996476108677	0.24235523406675655	0.0
NR_116445.1	1	1406	1	1308	93.0299	0.930299	39.6	1.0	538378	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium rosettiformans	0.930298719772404	0.254642910292491	0.2737216604520201	0.0
NR_116462.1	1	1396	2	1386	99.2837	1.9384	40.3	11.0	546160	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia lutea	1.9383954154727794	0.26858165845217213	0.13855875654073624	0.0
NR_116495.1	1	1534	5	1525	99.4133	4.37353	36.2	1.0	558537	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia lacustris	4.373533246414603	1.1714123708182829	0.2678411949374342	0.01
NR_116540.1	1	1387	1	1214	87.527	0.87527	40.5	1.0	560535	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium sphaerophysae	0.875270367700072	0.33041209288743184	0.37749717696447116	0.0
NR_116552.1	1	1412	1	1199	84.915	0.84915	38.0	1.0	1384057	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus sinduriensis	0.8491501416430595	0.35790247078028103	0.42148314323749525	0.0
NR_116583.1	1	1404	1	1283	91.3818	0.913818	35.1	1.0	566569	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus profundi	0.9138176638176638	0.28063310765569266	0.30709967509633085	0.0
NR_116649.1	1	1514	1	1514	100.0	1.0	45.4	60.0	574650	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus terreus	1.0	0.0	0.0	0.0
NR_116650.1	1	1516	1	1496	98.6807	0.986807	41.5	1.0	574649	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus terreus	0.9868073878627969	0.11409893567514094	0.11562432251571769	0.0
NR_116669.1	1	1517	146	1335	88.0026	112.192	36.3	6.3	645887	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Alkalibaculum	Alkalibaculum bacchi	112.19182597231378	56.24170445615244	0.5012994838860322	0.16
NR_116676.1	1	1458	3	1450	99.4513	2.82373	40.1	4.67	578943	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Dongiaceae	Dongia	Dongia mobilis	2.8237311385459534	0.43955559815867795	0.15566481955680167	0.0
NR_116678.1	1	1553	2	1531	98.5834	1.81262	37.3	1.0	56	Bacteria	Pseudomonadati	Myxococcota	unclassified Myxococcota class	Polyangiales	Polyangiaceae	Sorangium	Sorangium cellulosum	1.8126207340631038	0.42497121876136434	0.23445126207332107	0.0
NR_116684.1	1	1439	1	1188	82.5573	0.825573	29.4	0.0	322509	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia kunjamensis	0.8255733148019458	0.3794759764318088	0.4596514563008189	0.0
NR_116685.1	1	1439	2	1437	99.861	1.9173	34.0	0.0	37915	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia maris	1.917303683113273	0.28042350862711857	0.14625930732672116	0.0
NR_116686.1	1	1442	2	1415	98.1276	1.89043	31.4	1.0	321318	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia cinnamea	1.8904299583911235	0.3674403849538115	0.1943686849242099	0.0
NR_116687.1	1	1437	17	1437	100.0	16.6465	40.2	3.12	282305	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia papillomatosis	16.646485734168408	0.9708395354481163	0.05832099044517131	0.02
NR_116729.1	1	1454	8	1385	95.2545	6.68982	35.9	1.38	663365	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter suis	6.689821182943604	1.9440434459860751	0.29059722118471815	0.01
NR_116744.1	1	1472	1	1451	98.5734	0.985734	34.0	35.0	592377	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria	Kocuria atrinae	0.985733695652174	0.11858657979755126	0.12030285696898377	0.0
NR_116746.1	1	1416	1	1389	98.0932	0.980932	45.3	12.0	1437612	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0.9809322033898306	0.13676335672468182	0.13942182370205145	0.0
NR_116747.1	1	1404	8	1404	100.0	7.40883	36.8	7.0	1298596	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecis	7.408831908831909	1.360652412939981	0.18365275790883806	0.01
NR_116787.1	1	1480	1	1251	84.527	0.84527	38.0	1.0	620889	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Bogoriellaceae	Georgenia	Georgenia halophila	0.8452702702702702	0.3616468449571959	0.4278475863602318	0.0
NR_116789.1	1	1534	1	1221	79.5958	0.795958	35.5	1.0	624147	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus tianmuensis	0.7959582790091264	0.40299962417594926	0.5063074721424293	0.0
NR_116807.1	1	1479	2	1269	85.8012	1.69506	43.5	1.0	622674	Bacteria	Bacillati	Bacillota	Desulfitisporia	Desulfitisporales	Desulfitisporaceae	Desulfitispora	Desulfitispora alkaliphila	1.6950642325895875	0.704219855154228	0.4154531973566427	0.0
NR_116812.1	1	1441	4	1435	99.5836	3.86676	42.5	3.5	627131	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Paralcaligenes	Paralcaligenes ureilyticus	3.86675919500347	0.5916477217706325	0.153008680378945	0.0
NR_116868.1	1	1538	2	1513	98.3745	1.92653	35.0	1.0	646529	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus acidiphilus	1.9265279583875163	0.31714926082154776	0.16462219478351012	0.0
NR_116873.1	1	1394	2	1394	100.0	1.96772	36.9	1.0	1404	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium	1.9677187948350072	0.1767459446722576	0.08982276590343678	0.0
NR_116910.1	1	1346	1	1282	95.2452	0.952452	44.5	53.0	561088	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium aerolatum	0.9524517087667161	0.21280848487332185	0.2234323093911788	0.0
NR_116932.1	1	1388	8	1388	100.0	7.54539	41.2	14.2	595984	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia aerolata	7.545389048991354	1.2353290318536994	0.16371972655523104	0.01
NR_116936.1	1	1428	13	1428	100.0	12.2367	34.6	11.5	604330	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea	Parafannyhessea umbonata	12.236694677871148	1.2613621418913954	0.1030802986506188	0.01
NR_116937.1	1	1428	6	1382	96.7787	5.4888	35.6	0.833	633147	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli	5.488795518207283	1.2335246827936386	0.22473504044773104	0.01
NR_116938.1	1	1428	1	1121	78.5014	0.785014	29.7	12.0	997349	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella profusa	0.7850140056022409	0.410812629565554	0.523318853719546	0.0
NR_116939.1	1	1428	1	1410	98.7395	0.987395	40.1	1.0	997349	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella profusa	0.9873949579831933	0.11156233653236622	0.11298653657320493	0.0
NR_116940.1	1	1433	1	1415	98.7439	0.987439	44.1	1.0	1381	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium minutum	0.9874389392882066	0.11137001600784616	0.11278673705953607	0.0
NR_116943.1	1	1513	1	1325	87.5744	0.875744	42.2	1.0	616990	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus paucivorans	0.875743555849306	0.3298738853527466	0.37667863285940045	0.0
NR_116970.1	1	1450	1	1387	95.6552	0.956552	34.6	50.0	1220600	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeovibrio	Phaeovibrio sulfidiphilus	0.956551724137931	0.20386398207305464	0.2131238457144407	0.0
NR_116973.1	1	1457	1	1175	80.6452	0.806452	33.1	5.0	646095	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sputi	0.8064516129032258	0.3950789907714805	0.4898979485566359	0.0
NR_116993.1	1	1435	10	1435	100.0	9.61115	40.0	10.9	659006	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Camelimonas	Camelimonas lactis	9.611149825783972	0.7664668943929162	0.07974767933975019	0.01
NR_117010.1	1	1410	1	1322	93.7589	0.937589	36.2	1.0	683354	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Candidimonas	Candidimonas nitroreducens	0.9375886524822695	0.24190116001944173	0.2580035065260309	0.0
NR_117017.1	1	1391	6	1390	99.9281	5.38605	36.0	6.5	696001	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter aerolatus	5.3860531991373115	1.176601935690495	0.2184534560258247	0.01
NR_117024.1	1	1309	1	1297	99.0833	0.990833	37.8	1.0	1032241	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter trophiarum	0.9908326967150497	0.09530615843392408	0.09618794247494727	0.0
NR_117027.1	1	1470	1	1211	82.381	0.82381	44.1	1.0	1069	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodomicrobium	Rhodomicrobium vannielii	0.8238095238095238	0.38098214169466027	0.46246387142126394	0.0
NR_117030.1	1	1378	1	1330	96.5167	0.965167	39.9	1.0	43765	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium amycolatum	0.965166908563135	0.18335688472979686	0.189974276058391	0.0
NR_117039.1	1	1461	2	1105	75.6331	1.44422	38.0	1.0	759620	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella ceti	1.4442162902121833	0.8568696621025977	0.593311173617012	0.0
NR_117052.1	1	1416	1	1299	91.7373	0.917373	42.7	1.0	863522	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Bryocella	Bryocella elongata	0.9173728813559322	0.2753177762307522	0.30011545122613176	0.0
NR_117064.1	1	1516	1	1512	99.7361	0.997361	44.2	1.0	1423723	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	0.9973614775725593	0.051298739037528754	0.05143444998736349	0.0
NR_117105.1	1	1402	466	1402	100.0	443.571	39.2	38.1	913109	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter ellisii	443.5706134094151	34.91223466487975	0.07870727593186116	0.52
NR_117111.1	1	1512	274	1512	100.0	263.203	38.4	4.32	29371	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium cellobioparum	263.20304232804233	18.17417687351909	0.06905002583848464	0.31
NR_117112.1	1	1507	1	1491	98.9383	0.989383	39.9	60.0	990	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Breznakibacter	Breznakibacter xylanolyticus	0.9893828798938288	0.10249095992731473	0.10359079584873461	0.0
NR_117113.1	1	1499	1	1475	98.3989	0.983989	40.8	1.0	748727	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ljungdahlii	0.9839893262174784	0.12551626232305851	0.12755856082865405	0.0
NR_117121.1	1	1517	3	1279	84.3111	2.38431	34.6	1.67	1503	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia purinilytica	2.3843111404087014	1.0901810839226371	0.45723104902146544	0.0
NR_117126.1	1	1525	16	1522	99.8033	15.5882	40.3	1.0	1544	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	15.588196721311476	1.460605654971085	0.09369946255388291	0.02
NR_117127.1	1	1525	1	829	54.3607	0.543607	39.8	0.0	1544	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	0.5436065573770492	0.498094838513431	0.9162782011254309	0.0
NR_117128.1	1	1525	3	1512	99.1475	2.91803	37.7	1.0	1544	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	2.918032786885246	0.37700641239983695	0.12919882672129243	0.0
NR_117129.1	1	1525	11	1522	99.8033	10.4511	35.9	1.0	1544	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	10.451147540983607	1.2026229508196984	0.11507089973648137	0.01
NR_117130.1	1	1525	5	1522	99.8033	4.7718	37.7	0.8	1544	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	4.771803278688525	0.6581581557817423	0.13792650646793417	0.01
NR_117131.1	1	1526	10	1524	99.8689	9.63696	39.1	1.3	1544	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica	9.636959370904325	1.1883211423157083	0.12330872182604181	0.01
NR_117134.2	1	1507	1	1451	96.284	0.96284	39.5	1.0	1543	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium oceanicum	0.9628400796284008	0.18915353734354212	0.1964537427820248	0.0
NR_117135.2	1	1505	3	1458	96.8771	2.43256	40.9	1.0	1543	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium oceanicum	2.432558139534884	0.6639280327462632	0.27293408611940073	0.0
NR_117136.2	1	1503	4	1496	99.5343	3.70925	33.9	0.75	1543	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium oceanicum	3.7092481703260147	0.6275666926424792	0.16918972897608003	0.0
NR_117138.2	1	1521	6	1516	99.6713	5.09073	37.8	1.0	649756	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	5.090729783037475	1.1865671816166712	0.2330839058813066	0.01
NR_117139.2	1	1521	6	1521	100.0	5.83432	40.1	1.0	649756	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	5.834319526627219	0.6406401511208578	0.1098054620075304	0.01
NR_117140.1	1	1524	3	1523	99.9344	2.88976	37.4	0.667	290055	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena fissicatena	2.8897637795275593	0.34508197793636325	0.11941528936762433	0.0
NR_117141.1	1	1523	11	1522	99.9343	10.5069	37.1	3.18	290055	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena fissicatena	10.506894287590283	0.9746213669506886	0.09276017634457559	0.01
NR_117142.1	1	1523	1	1494	98.0959	0.980959	40.7	1.0	290055	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena fissicatena	0.9809586342744583	0.1366703776128824	0.13932328320242296	0.0
NR_117144.1	1	1548	1	1429	92.3127	0.923127	28.3	1.0	2376	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa paucivorans	0.9231266149870802	0.26639044218885954	0.2885741109225714	0.0
NR_117147.1	1	1524	3	1505	98.7533	2.88451	38.6	1.0	39482	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena contorta	2.884514435695538	0.44931746187983695	0.15576883801293712	0.0
NR_117153.1	1	1581	2	1292	81.7204	1.57369	31.6	1.0	29349	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Tepidibacteraceae	Alkalithermobacter	Alkalithermobacter paradoxus	1.5736875395319418	0.7811283789283247	0.49636815397334455	0.0
NR_117155.1	1	1518	20	1518	100.0	19.4157	36.9	1.7	43143	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella creatinini	19.415678524374176	1.0022066730440289	0.051618421256093235	0.02
NR_117161.1	1	1506	2	1490	98.9376	1.91766	28.3	1.0	937254	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Thermohydrogenium	Thermohydrogenium kirishiense	1.9176626826029217	0.31113698515986327	0.16224802619485945	0.0
NR_117162.1	1	1650	14	1422	86.1818	11.7364	37.3	0.857	48256	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium hungatei	11.736363636363636	4.81086637329577	0.4099111549671067	0.02
NR_117163.1	1	1623	31	1422	87.6155	25.2649	38.2	0.871	48256	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium hungatei	25.26494146642021	10.185769105933195	0.4031582309213407	0.03
NR_117164.1	1	1654	67	1440	87.0617	54.8108	38.6	0.209	48256	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium hungatei	54.81076178960097	22.550142547751424	0.4114181560605453	0.07
NR_117165.1	1	1654	63	1447	87.4849	51.4541	37.3	0.429	48256	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium hungatei	51.4540507859734	21.132735454146268	0.4107108212344507	0.07
