dataset	scenario	min_identity	min_ref_coverage	inferred_taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	newly_rescued_reads
BAER	identity_89	89	90	1437434	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus salitolerans	3
BAER	identity_89	89	90	1450156	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea	Defluviitalea raffinosedens	3
BAER	identity_89	89	90	1471761	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	Novibacillus thermophilus	3
BAER	identity_89	89	90	1521435	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Enteractinococcus	Enteractinococcus viverrae	3
BAER	identity_89	89	90	1562887	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Protofrankia	Protofrankia coriariae	3
BAER	identity_89	89	90	1608710	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gelidibacter	Gelidibacter sediminis	3
BAER	identity_89	89	90	1841482	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	Flavitalea antarctica	3
BAER	identity_89	89	90	1858794	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium talmoniae	3
BAER	identity_89	89	90	1897628	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes azumiensis	3
BAER	identity_89	89	90	2040258	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Longispora	Longispora urticae	3
BAER	identity_89	89	90	2202149	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	Thermomonas aquatica	3
BAER	identity_89	89	90	2528000	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina hoheduenensis	3
BAER	identity_89	89	90	2528019	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	Planctopirus ephydatiae	3
BAER	identity_89	89	90	2528026	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Maioricimonas	Maioricimonas rarisocia	3
BAER	identity_89	89	90	2576756	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Caproicibacter	Caproicibacter fermentans	3
BAER	identity_89	89	90	2586908	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	unclassified Hyphomicrobiales family	Vineibacter	Vineibacter terrae	3
BAER	identity_89	89	90	2817476	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sanguinis	3
BAER	identity_89	89	90	2847778	Bacteria	Pseudomonadati	Atribacterota	Atribacteria	Atribacterales	Atribacteraceae	Atribacter	Atribacter laminatus	3
BAER	identity_89	89	90	293	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta	2
BAER	identity_89	89	90	863	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei	2
BAER	identity_89	89	90	959	Bacteria	Pseudomonadati	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	2
BAER	identity_89	89	90	1079	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Blastochloridaceae	Blastochloris	Blastochloris viridis	2
BAER	identity_89	89	90	29313	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium shimoidei	2
BAER	identity_89	89	90	29323	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter brockii	2
BAER	identity_89	89	90	35841	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus thermoamylovorans	2
BAER	identity_89	89	90	37734	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus	2
BAER	identity_89	89	90	46223	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoflavimicrobium	Thermoflavimicrobium dichotomicum	2
BAER	identity_89	89	90	47495	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium americanum	2
BAER	identity_89	89	90	47498	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium manganicum	2
BAER	identity_89	89	90	55779	Bacteria	Bacillati	Bacillota	Clostridia	Moorellales	Moorellaceae	Moorella	Moorella glycerini	2
BAER	identity_89	89	90	55969	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter komagatae	2
BAER	identity_89	89	90	57704	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella tyrosinosolvens	2
BAER	identity_89	89	90	73780	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum szegediense	2
BAER	identity_89	89	90	81895	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Prosthecomicrobium	Prosthecomicrobium pneumaticum	2
BAER	identity_89	89	90	86668	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus niacini	2
BAER	identity_89	89	90	137993	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Ectobacillus	Ectobacillus funiculus	2
BAER	identity_89	89	90	160487	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus turicensis	2
BAER	identity_89	89	90	162028	Bacteria	Pseudomonadati	Myxococcota	unclassified Myxococcota class	Haliangiales	Kofleriaceae	Haliangium	Haliangium tepidum	2
BAER	identity_89	89	90	182640	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella flavida	2
BAER	identity_89	89	90	182710	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis	2
BAER	identity_89	89	90	186116	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Parageobacillus	Parageobacillus thermantarcticus	2
BAER	identity_89	89	90	196164	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium efficiens	2
BAER	identity_89	89	90	200616	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes tepidamans	2
BAER	identity_89	89	90	219742	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter proteolyticus	2
BAER	identity_89	89	90	263908	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	Gordonia effusa	2
BAER	identity_89	89	90	283877	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter chromiireducens	2
BAER	identity_89	89	90	285106	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	Tepidimicrobium	Tepidimicrobium ferriphilum	2
BAER	identity_89	89	90	312168	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Anaerovirgula	Anaerovirgula multivorans	2
BAER	identity_89	89	90	325473	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Psychroserpens mesophilus	2
BAER	identity_89	89	90	333963	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter iarius	2
BAER	identity_89	89	90	365617	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sabinae	2
BAER	identity_89	89	90	370438	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum thermopropionicum	2
BAER	identity_89	89	90	410839	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Kaistia	Kaistia geumhonensis	2
BAER	identity_89	89	90	435914	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	unclassified Mycobacteriales family	Fodinicola	Fodinicola feengrottensis	2
BAER	identity_89	89	90	457570	Bacteria	Bacillati	Bacillota	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	Natranaerobius thermophilus	2
BAER	identity_89	89	90	459858	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium noviomagense	2
BAER	identity_89	89	90	462367	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter ginsengisoli	2
BAER	identity_89	89	90	471799	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium ostreiconchae	2
BAER	identity_89	89	90	490573	Bacteria	Bacillati	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter ginsenosidimutans	2
BAER	identity_89	89	90	531966	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces atacamensis	2
BAER	identity_89	89	90	533323	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter fulvigenes	2
BAER	identity_89	89	90	557451	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium terraclitae	2
BAER	identity_89	89	90	708199	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	Flavitalea gansuensis	2
BAER	identity_89	89	90	760568	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus	Desulfofundulus kuznetsovii	2
BAER	identity_89	89	90	884684	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Mageeibacillus	Mageeibacillus indolicus	2
BAER	identity_89	89	90	933068	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter delafieldii	2
BAER	identity_89	89	90	980252	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Bremerella	Bremerella alba	2
BAER	identity_89	89	90	1005941	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus halocryophilus	2
BAER	identity_89	89	90	1029756	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium nitrativorans	2
BAER	identity_89	89	90	1036779	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea lupini	2
BAER	identity_89	89	90	1038693	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas pekingensis	2
BAER	identity_89	89	90	1052257	Bacteria	Bacillati	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans daechungensis	2
BAER	identity_89	89	90	1071053	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus halotolerans	2
BAER	identity_89	89	90	1121431	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfallas	Desulfallas thermosapovorans	2
BAER	identity_89	89	90	1122184	Bacteria	Bacillati	Bacillota	Clostridia	Lutisporales	Lutisporaceae	Lutispora	Lutispora thermophila	2
BAER	identity_89	89	90	1131703	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta globosa	2
BAER	identity_89	89	90	1236046	Bacteria	Thermotogati	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga	Mesotoga infera	2
BAER	identity_89	89	90	1246530	Bacteria	Bacillati	Bacillota	Clostridia	Moorellales	Calderihabitantaceae	Calderihabitans	Calderihabitans maritimus	2
BAER	identity_89	89	90	1247960	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Pallidibacillus	Pallidibacillus thermolactis	2
BAER	identity_89	89	90	1285900	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus fengqiuensis	2
BAER	identity_89	89	90	1367380	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella terrae	2
BAER	identity_89	89	90	1479511	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus oceani	2
BAER	identity_89	89	90	1521434	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Enteractinococcus	Enteractinococcus lamae	2
BAER	identity_89	89	90	1544730	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella qitaiheensis	2
BAER	identity_89	89	90	1548890	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Brassicibacter	Brassicibacter thermophilus	2
BAER	identity_89	89	90	1550024	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Ruthenibacterium lactatiformans	2
BAER	identity_89	89	90	1564487	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix	Herbinix hemicellulosilytica	2
BAER	identity_89	89	90	1576369	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomicrobium	Planctomicrobium piriforme	2
BAER	identity_89	89	90	1627894	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Lascolabacillus	Lascolabacillus massiliensis	2
BAER	identity_89	89	90	1629550	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium benzoelyticum	2
BAER	identity_89	89	90	1642646	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas mucosa	2
BAER	identity_89	89	90	1805714	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella massiliensis	2
BAER	identity_89	89	90	1864941	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas terrae	2
BAER	identity_89	89	90	1871628	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea psychrotolerans	2
BAER	identity_89	89	90	1897629	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes tepidicaeni	2
BAER	identity_89	89	90	1960156	Bacteria	Pseudomonadati	Abditibacteriota	Abditibacteriia	Abditibacteriales	Abditibacteriaceae	Abditibacterium	Abditibacterium utsteinense	2
BAER	identity_89	89	90	1962263	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tepidum	2
BAER	identity_89	89	90	2024524	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas soli	2
BAER	identity_89	89	90	2038684	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Chryseomicrobium	Chryseomicrobium deserti	2
BAER	identity_89	89	90	2259674	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Azohydromonas	Azohydromonas sediminis	2
BAER	identity_89	89	90	2294116	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Hanamia	Hanamia caeni	2
BAER	identity_89	89	90	2338372	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus clarus	2
BAER	identity_89	89	90	2358193	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium stellerae	2
BAER	identity_89	89	90	2527964	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia aquarii	2
BAER	identity_89	89	90	2527978	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia panareensis	2
BAER	identity_89	89	90	2527985	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Symmachiella	Symmachiella macrocystis	2
BAER	identity_89	89	90	2528001	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina colliarenosi	2
BAER	identity_89	89	90	2528003	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Bythopirellula	Bythopirellula polymerisocia	2
BAER	identity_89	89	90	2528022	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Botrimarina	Botrimarina mediterranea	2
BAER	identity_89	89	90	2528631	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Puteibacter	Puteibacter caeruleilacunae	2
BAER	identity_89	89	90	2602015	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Dongiaceae	Hypericibacter	Hypericibacter terrae	2
BAER	identity_89	89	90	2678611	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus salinisoli	2
BAER	identity_89	89	90	2698829	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium soli	2
BAER	identity_89	89	90	2705549	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter soli	2
BAER	identity_89	89	90	2710758	Bacteria	Bacillati	Chloroflexota	Candidatus Thermofonsia	Phototrophicales	Phototrophicaceae	Phototrophicus	Phototrophicus methaneseepsis	2
BAER	identity_89	89	90	2715535	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina jiandibaonis	2
BAER	identity_89	89	90	2716883	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter profundi	2
BAER	identity_89	89	90	38	Bacteria	Pseudomonadati	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Archangium	Archangium disciforme	1
BAER	identity_89	89	90	83	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium vulgare	1
BAER	identity_89	89	90	94	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Stellaceae	Stella	Stella humosa	1
BAER	identity_89	89	90	120	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	Planctopirus limnophila	1
BAER	identity_89	89	90	316	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas stutzeri	1
BAER	identity_89	89	90	405	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus	Methylobacillus flagellatus	1
BAER	identity_89	89	90	406	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus	Methylobacillus glycogenes	1
BAER	identity_89	89	90	414	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus	1
BAER	identity_89	89	90	913	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter	Nitrobacter winogradskyi	1
BAER	identity_89	89	90	1066	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclus tenuis	1
BAER	identity_89	89	90	1352	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	1
BAER	identity_89	89	90	1399	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus firmus	1
BAER	identity_89	89	90	1405	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mycoides	1
BAER	identity_89	89	90	1406	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	1
BAER	identity_89	89	90	1418	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus	Caldalkalibacillus mannanilyticus	1
BAER	identity_89	89	90	1428	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	1
BAER	identity_89	89	90	1459	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina globispora	1
BAER	identity_89	89	90	1474	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina pasteurii	1
BAER	identity_89	89	90	1497	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium formicaceticum	1
BAER	identity_89	89	90	1509	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sporogenes	1
BAER	identity_89	89	90	1510	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium stercorarium	1
BAER	identity_89	89	90	1516	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter thermohydrosulfuricus	1
